ProductID,ProductName,Manufacturer,YearOfManufacture,ProductType,MaterialPlastic,MaterialMetal,MaterialGlass,RecyclabilityScore,CO2Emissions,RepairCost,RepairFrequency,RepairabilityScore,EndOfLifeOption,SupplierLocation
550,Product_550,CompanyB,2015,Clothing,19.65811965811966,47.863247863247864,32.47863247863248,21,51.47532135289732,544.3305951471708,3,2,Recyclable,Sweden
551,Product_551,CompanyC,2021,Clothing,18.30065359477124,55.55555555555556,26.143790849673206,78,868.675393408049,77.94126441647595,7,3,Hazardous,Sweden
552,Product_552,CompanyB,2007,Clothing,45.68527918781726,28.426395939086298,25.888324873096447,20,92.5347160887716,855.2370289668544,6,2,Recyclable,Sweden
553,Product_553,CompanyB,2019,Appliances,45.893719806763286,13.526570048309178,40.57971014492754,36,814.6842942578916,258.2030061315469,0,2,Recyclable,China
554,Product_554,CompanyB,2012,Electronics,52.46913580246913,43.82716049382716,3.7037037037037033,65,784.7205163664737,806.9923907989906,8,4,Recyclable,Germany
555,Product_555,CompanyC,2008,Appliances,56.08108108108109,0.6756756756756757,43.24324324324324,84,678.2317085140185,502.3751500074287,6,9,Hazardous,China
556,Product_556,CompanyB,2015,Appliances,12.643678160919542,43.67816091954023,43.67816091954023,77,582.8409223629254,969.201066667698,5,10,Recyclable,Sweden
557,Product_557,CompanyB,2007,Clothing,45.67901234567901,43.82716049382716,10.493827160493826,75,711.000702638511,309.29266549702197,7,3,Recyclable,Germany
558,Product_558,CompanyC,2019,Electronics,51.06382978723404,16.312056737588655,32.62411347517731,39,257.22073676636285,92.28151052040369,2,1,Hazardous,Germany
559,Product_559,CompanyB,2023,Electronics,22.115384615384613,44.71153846153847,33.17307692307692,76,441.9186161700183,876.9214739209624,3,9,Recyclable,Sweden
560,Product_560,CompanyC,2004,Electronics,63.63636363636363,7.575757575757576,28.78787878787879,65,465.5562601098908,935.5049405287482,7,6,Hazardous,USA
561,Product_561,CompanyA,2009,Appliances,27.358490566037734,25.471698113207548,47.16981132075472,10,985.3176821824206,415.1617355897234,7,3,Hazardous,USA
562,Product_562,CompanyA,2009,Appliances,34.26573426573427,8.391608391608392,57.34265734265735,52,256.8525490766767,689.993899281267,0,6,Hazardous,Sweden
563,Product_563,CompanyB,2020,Electronics,12.790697674418606,77.90697674418605,9.30232558139535,12,491.7446619300409,515.3848972248312,3,7,Hazardous,Germany
564,Product_564,CompanyA,2021,Appliances,3.0303030303030303,26.515151515151516,70.45454545454545,97,94.19303587479831,372.388077765132,9,1,Hazardous,USA
565,Product_565,CompanyA,2022,Clothing,0.0,3.3707865168539324,96.62921348314607,32,98.9150429346915,410.50400211305725,1,9,Recyclable,Germany
566,Product_566,CompanyC,2021,Appliances,39.52095808383233,47.90419161676647,12.574850299401197,19,420.4311280191631,51.803563907513514,0,5,Recyclable,USA
567,Product_567,CompanyA,2004,Clothing,21.55688622754491,52.69461077844312,25.748502994011975,61,577.1942112294579,720.3063279053941,8,9,Recyclable,China
568,Product_568,CompanyA,2023,Electronics,32.758620689655174,21.26436781609195,45.97701149425287,63,894.1705855385412,140.59108225490115,4,1,Recyclable,China
569,Product_569,CompanyB,2020,Appliances,35.44303797468354,59.49367088607595,5.063291139240507,24,833.1156953317517,467.28624171575177,1,3,Recyclable,Germany
570,Product_570,CompanyA,2008,Electronics,81.25,9.375,9.375,9,890.4156528811066,814.0330913879633,4,10,Recyclable,China
571,Product_571,CompanyB,2007,Appliances,96.82539682539682,3.1746031746031744,0.0,94,140.87907149185807,425.9683728844983,3,1,Hazardous,China
572,Product_572,CompanyB,2011,Appliances,40.909090909090914,38.63636363636363,20.454545454545457,91,85.74713831918388,236.5079883118448,1,4,Recyclable,USA
573,Product_573,CompanyB,2002,Electronics,15.217391304347828,45.65217391304348,39.130434782608695,49,573.904085241054,256.12041647257627,8,1,Hazardous,Germany
574,Product_574,CompanyC,2012,Clothing,26.95035460992908,34.751773049645394,38.297872340425535,57,808.930324792448,349.6071305279927,7,2,Recyclable,Sweden
575,Product_575,CompanyB,2003,Clothing,42.30769230769231,4.487179487179487,53.205128205128204,61,526.8236863974196,270.4790988416107,3,3,Hazardous,Germany
576,Product_576,CompanyC,2017,Clothing,7.954545454545454,14.772727272727273,77.27272727272727,56,644.9638359038981,304.50681155531424,2,7,Recyclable,China
577,Product_577,CompanyA,2014,Clothing,80.67226890756302,18.487394957983195,0.8403361344537815,14,276.8185216672057,142.41779024343055,9,3,Hazardous,Germany
578,Product_578,CompanyB,2019,Electronics,17.857142857142858,42.142857142857146,40.0,65,336.2148745584032,823.9109051012002,9,7,Recyclable,USA
579,Product_579,CompanyB,2010,Appliances,24.736842105263158,48.94736842105264,26.31578947368421,51,83.03851404567415,547.4185126508173,6,2,Recyclable,China
580,Product_580,CompanyB,2015,Clothing,39.39393939393939,9.090909090909092,51.515151515151516,62,714.1846233712333,178.8629106630087,7,8,Recyclable,China
581,Product_581,CompanyA,2000,Clothing,84.78260869565217,8.695652173913043,6.521739130434782,41,993.6431819902457,104.80070865660197,9,10,Recyclable,USA
582,Product_582,CompanyA,2008,Appliances,55.92105263157895,9.868421052631579,34.21052631578947,91,889.8259209853711,356.3744169671748,1,9,Hazardous,USA
583,Product_583,CompanyC,2014,Electronics,47.69230769230769,41.02564102564102,11.282051282051283,75,199.36003284520874,90.09805715488334,4,6,Hazardous,Sweden
584,Product_584,CompanyA,2011,Appliances,35.82089552238806,44.27860696517413,19.900497512437813,36,72.18466340709749,441.47168830391263,3,9,Hazardous,Germany
585,Product_585,CompanyC,2022,Appliances,38.288288288288285,32.432432432432435,29.27927927927928,14,839.8938943899531,424.71546185855215,4,4,Recyclable,China
586,Product_586,CompanyA,2010,Electronics,9.75609756097561,56.91056910569105,33.33333333333333,80,456.5452163963792,222.0090241335005,9,1,Recyclable,USA
587,Product_587,CompanyC,2012,Clothing,41.05263157894737,50.0,8.947368421052632,29,180.85914842853364,898.6749793531163,8,4,Hazardous,Germany
588,Product_588,CompanyC,2010,Clothing,36.22047244094488,32.28346456692913,31.496062992125985,6,536.9755224394805,138.42858045128315,3,1,Hazardous,Sweden
589,Product_589,CompanyB,2001,Clothing,39.784946236559136,37.634408602150536,22.58064516129032,100,313.31606933714835,548.7088823815798,0,8,Hazardous,Sweden
590,Product_590,CompanyC,2022,Electronics,50.0,22.5,27.500000000000004,96,706.3662140727799,846.2523940065952,1,7,Recyclable,Sweden
591,Product_591,CompanyA,2009,Clothing,34.054054054054056,49.72972972972973,16.216216216216218,52,795.8163616723637,209.37095783417885,7,1,Hazardous,China
592,Product_592,CompanyB,2020,Clothing,33.00970873786408,22.330097087378643,44.66019417475729,81,975.474129400092,147.09484886579781,3,5,Hazardous,China
593,Product_593,CompanyA,2006,Electronics,12.592592592592592,64.44444444444444,22.962962962962962,61,773.3286018654479,206.21788928670927,1,3,Recyclable,Sweden
594,Product_594,CompanyC,2007,Electronics,12.437810945273633,42.28855721393035,45.27363184079602,38,817.7726247443471,88.40460389810528,7,8,Hazardous,Sweden
595,Product_595,CompanyB,2018,Clothing,5.847953216374268,45.614035087719294,48.53801169590643,60,675.3511207209739,243.11605157329814,3,7,Hazardous,USA
596,Product_596,CompanyB,2005,Appliances,10.743801652892563,18.181818181818183,71.07438016528926,67,337.8964845761473,586.5107897235981,8,8,Hazardous,China
597,Product_597,CompanyA,2021,Clothing,17.699115044247787,18.58407079646018,63.716814159292035,5,814.1067768541309,211.09818792458753,4,9,Hazardous,Germany
598,Product_598,CompanyB,2011,Clothing,31.57894736842105,12.280701754385964,56.14035087719298,57,393.4168638094865,625.3187806998413,9,3,Recyclable,China
599,Product_599,CompanyB,2010,Electronics,23.414634146341466,28.292682926829265,48.292682926829265,17,812.6126674675394,261.5243962667606,1,2,Hazardous,China
600,Product_600,CompanyC,2003,Appliances,68.22429906542055,29.906542056074763,1.8691588785046727,21,745.3205685710881,936.2129513151723,2,1,Recyclable,USA
601,Product_601,CompanyB,2004,Appliances,40.08620689655172,42.241379310344826,17.67241379310345,83,644.7271805665715,745.4455002926159,2,3,Recyclable,Sweden
602,Product_602,CompanyC,2018,Appliances,25.882352941176475,14.117647058823529,60.0,78,382.2383201079792,241.59925208320035,8,9,Recyclable,Sweden
603,Product_603,CompanyC,2019,Electronics,78.89908256880734,20.18348623853211,0.9174311926605505,71,877.3511716680302,677.5654586789277,1,3,Recyclable,USA
604,Product_604,CompanyA,2018,Clothing,13.924050632911392,58.22784810126582,27.848101265822784,1,534.9358712561459,270.3597398216816,0,1,Recyclable,USA
605,Product_605,CompanyB,2006,Electronics,33.5483870967742,51.61290322580645,14.838709677419354,42,716.3902080056457,448.50073285699074,2,2,Recyclable,Germany
606,Product_606,CompanyA,2010,Electronics,14.285714285714285,61.68831168831169,24.025974025974026,55,204.6256137702932,108.04553005776651,7,5,Recyclable,Sweden
607,Product_607,CompanyA,2000,Appliances,23.376623376623375,19.480519480519483,57.14285714285714,53,785.0912489773804,725.6251808131573,6,3,Recyclable,Sweden
608,Product_608,CompanyA,2013,Electronics,28.57142857142857,42.857142857142854,28.57142857142857,65,730.8866538249301,312.5216336885645,3,10,Hazardous,Germany
609,Product_609,CompanyB,2023,Appliances,30.681818181818183,62.5,6.8181818181818175,98,266.0091203415004,661.544951616684,0,6,Recyclable,USA
610,Product_610,CompanyC,2009,Appliances,11.229946524064172,48.1283422459893,40.64171122994652,37,914.080989601302,791.1096603380652,6,2,Recyclable,Germany
611,Product_611,CompanyB,2013,Electronics,12.5,16.666666666666664,70.83333333333334,27,713.9581780583667,225.9722256989178,5,6,Hazardous,China
612,Product_612,CompanyB,2008,Electronics,42.45283018867924,46.22641509433962,11.320754716981133,48,289.95316123373914,602.5727261365255,9,8,Recyclable,Sweden
613,Product_613,CompanyC,2023,Electronics,37.234042553191486,25.53191489361702,37.234042553191486,26,935.6048938470545,649.4685697281582,9,3,Recyclable,USA
614,Product_614,CompanyC,2022,Clothing,9.271523178807946,41.72185430463576,49.00662251655629,17,773.8398123278208,367.771460848159,2,8,Recyclable,China
615,Product_615,CompanyC,2021,Appliances,45.664739884393065,23.699421965317917,30.63583815028902,69,590.1169441534876,881.8413667818492,4,8,Hazardous,Germany
616,Product_616,CompanyC,2016,Electronics,18.34862385321101,74.31192660550458,7.339449541284404,14,894.6773088256475,125.28740882660308,1,1,Hazardous,USA
617,Product_617,CompanyA,2008,Electronics,35.42600896860987,26.905829596412556,37.66816143497758,67,783.7974390257697,350.0373844561284,9,6,Recyclable,Sweden
618,Product_618,CompanyC,2019,Appliances,2.1739130434782608,58.69565217391305,39.130434782608695,52,919.2878938190563,426.72444182170017,6,5,Recyclable,Sweden
619,Product_619,CompanyC,2014,Clothing,63.76811594202898,28.26086956521739,7.971014492753622,75,612.0662427678253,210.82701053569053,2,6,Hazardous,USA
620,Product_620,CompanyC,2006,Electronics,19.047619047619047,48.41269841269841,32.53968253968254,8,253.00948410904485,137.671294331196,9,6,Recyclable,Germany
621,Product_621,CompanyA,2009,Clothing,30.582524271844658,41.262135922330096,28.155339805825243,29,246.4927125525511,128.84041213400303,6,5,Recyclable,Sweden
622,Product_622,CompanyC,2011,Clothing,59.47712418300654,6.535947712418301,33.98692810457516,65,966.5026118580762,363.5678239239358,7,4,Recyclable,China
623,Product_623,CompanyA,2017,Electronics,34.509803921568626,29.80392156862745,35.68627450980392,64,993.0433465447488,920.3356998060773,0,9,Hazardous,Germany
624,Product_624,CompanyC,2012,Appliances,42.22222222222222,42.77777777777778,15.0,50,899.1383998025366,304.0597041242014,3,8,Recyclable,China
625,Product_625,CompanyB,2005,Clothing,42.10526315789473,17.105263157894736,40.78947368421053,90,546.4005450171046,188.63363872773238,3,10,Recyclable,China
626,Product_626,CompanyC,2002,Appliances,47.14285714285714,33.80952380952381,19.047619047619047,13,818.543835414005,545.4911585292488,4,5,Hazardous,Germany
627,Product_627,CompanyC,2010,Appliances,24.444444444444443,60.0,15.555555555555555,82,475.35476123406744,294.85484997995184,8,8,Recyclable,USA
628,Product_628,CompanyB,2007,Electronics,22.033898305084744,14.40677966101695,63.559322033898304,74,599.5364235654142,675.421442119782,8,5,Recyclable,Germany
629,Product_629,CompanyB,2006,Electronics,35.16949152542373,25.847457627118644,38.983050847457626,58,415.4344274766406,696.2114622279042,0,6,Hazardous,Germany
630,Product_630,CompanyA,2015,Clothing,14.093959731543624,44.29530201342282,41.61073825503356,22,507.5387251096851,955.9118079759991,4,7,Recyclable,Germany
631,Product_631,CompanyB,2008,Electronics,45.19774011299435,29.37853107344633,25.423728813559322,40,603.3591283331928,617.5589797230238,5,6,Hazardous,Sweden
632,Product_632,CompanyA,2010,Clothing,0.7874015748031495,55.118110236220474,44.09448818897638,50,289.87212214453183,799.5364410881342,8,4,Hazardous,Sweden
633,Product_633,CompanyB,2014,Electronics,22.22222222222222,71.42857142857143,6.349206349206349,66,592.5095203948762,345.2501570201043,8,4,Hazardous,USA
634,Product_634,CompanyC,2008,Appliances,40.76923076923077,17.692307692307693,41.53846153846154,19,206.13903607257382,126.72872632849064,2,10,Recyclable,China
635,Product_635,CompanyB,2007,Electronics,65.38461538461539,0.0,34.61538461538461,61,844.1941573049661,996.1743985623402,2,1,Recyclable,China
636,Product_636,CompanyB,2017,Electronics,34.375,27.500000000000004,38.125,89,432.5126560957344,507.98822890253473,1,1,Hazardous,China
637,Product_637,CompanyC,2001,Electronics,29.130434782608695,41.73913043478261,29.130434782608695,83,503.1777107447936,130.09415259221998,0,2,Hazardous,Germany
638,Product_638,CompanyA,2007,Clothing,18.404907975460123,43.558282208588956,38.036809815950924,30,398.3326921939858,534.9041656002395,9,8,Recyclable,Sweden
639,Product_639,CompanyB,2022,Electronics,43.43891402714932,24.8868778280543,31.674208144796378,73,460.5476624748382,468.5992995422168,0,1,Hazardous,Sweden
640,Product_640,CompanyB,2007,Clothing,15.277777777777779,19.444444444444446,65.27777777777779,17,119.44447431052352,970.6588304605883,3,2,Recyclable,China
641,Product_641,CompanyC,2001,Clothing,52.071005917159766,30.76923076923077,17.159763313609467,3,551.6227123974056,915.0211252461602,3,6,Hazardous,Germany
642,Product_642,CompanyB,2019,Electronics,15.966386554621847,63.02521008403361,21.008403361344538,33,203.96697586045073,60.374195833390665,1,2,Recyclable,Sweden
643,Product_643,CompanyC,2012,Clothing,25.462962962962965,44.44444444444444,30.09259259259259,3,703.3706021119882,960.3099657688776,2,6,Recyclable,USA
644,Product_644,CompanyB,2013,Clothing,1.1111111111111112,53.888888888888886,45.0,75,131.07641589424026,484.57324606660933,5,10,Recyclable,USA
645,Product_645,CompanyC,2013,Electronics,40.94827586206897,26.72413793103448,32.327586206896555,87,217.5187469999815,998.0620463327738,9,2,Hazardous,Germany
646,Product_646,CompanyC,2009,Appliances,26.548672566371685,12.389380530973451,61.06194690265486,87,515.0151975614788,605.3200654882389,7,4,Recyclable,Germany
647,Product_647,CompanyB,2002,Appliances,43.58974358974359,5.128205128205128,51.28205128205128,62,600.2809754026372,118.35130571019434,8,9,Hazardous,China
648,Product_648,CompanyC,2010,Electronics,43.25581395348837,28.837209302325583,27.906976744186046,49,936.5857471758217,133.79665302352927,8,2,Hazardous,Sweden
649,Product_649,CompanyC,2009,Electronics,11.403508771929824,67.54385964912281,21.052631578947366,97,709.5029506469311,679.3646775462516,5,1,Hazardous,Sweden
650,Product_650,CompanyA,2009,Electronics,19.915254237288135,39.40677966101695,40.67796610169492,84,628.2235650344327,84.66682249914666,2,6,Recyclable,Sweden
651,Product_651,CompanyC,2018,Appliances,42.926829268292686,23.902439024390244,33.170731707317074,99,685.7118799461724,533.451804148629,5,4,Hazardous,Sweden
652,Product_652,CompanyC,2014,Clothing,26.623376623376622,20.77922077922078,52.5974025974026,70,342.0735301409528,185.58392828662107,9,6,Recyclable,Germany
653,Product_653,CompanyC,2017,Clothing,19.047619047619047,23.214285714285715,57.738095238095234,9,775.9745397235574,208.99314733094837,2,10,Hazardous,USA
654,Product_654,CompanyB,2016,Appliances,27.77777777777778,57.407407407407405,14.814814814814813,95,963.1224889698788,638.2564450176824,0,9,Hazardous,Sweden
655,Product_655,CompanyA,2022,Electronics,17.647058823529413,40.44117647058824,41.911764705882355,68,622.7744527683602,105.71742050041834,3,5,Recyclable,USA
656,Product_656,CompanyC,2020,Clothing,8.391608391608392,34.26573426573427,57.34265734265735,42,354.4142075084217,55.02282116159415,5,2,Hazardous,China
657,Product_657,CompanyC,2005,Appliances,12.138728323699421,52.601156069364166,35.26011560693642,61,56.10769426934983,159.35770292280728,8,7,Hazardous,USA
658,Product_658,CompanyB,2016,Electronics,0.0,54.02298850574713,45.97701149425287,97,943.2478158583393,419.74624323461165,0,1,Hazardous,Sweden
659,Product_659,CompanyA,2000,Appliances,62.264150943396224,32.075471698113205,5.660377358490567,17,412.75702116056215,576.5672032068145,6,9,Hazardous,Germany
660,Product_660,CompanyB,2023,Appliances,52.662721893491124,22.485207100591715,24.85207100591716,86,969.0759962194537,858.771536098177,0,9,Hazardous,Germany
661,Product_661,CompanyB,2010,Electronics,10.135135135135135,40.54054054054054,49.32432432432432,6,893.3336558215223,420.6564246229378,3,10,Hazardous,Sweden
662,Product_662,CompanyB,2016,Appliances,10.256410256410255,81.19658119658119,8.547008547008547,99,325.6843426887842,363.07253909250903,6,10,Hazardous,USA
663,Product_663,CompanyB,2013,Appliances,26.82926829268293,46.34146341463415,26.82926829268293,29,919.4656797428028,535.0392264577301,5,8,Hazardous,Germany
664,Product_664,CompanyA,2019,Appliances,25.49019607843137,33.33333333333333,41.17647058823529,44,583.5496694848297,779.4784502619094,7,4,Hazardous,China
665,Product_665,CompanyB,2011,Appliances,33.33333333333333,20.0,46.666666666666664,65,672.3598826809034,476.30410638236305,3,3,Hazardous,USA
666,Product_666,CompanyA,2002,Clothing,14.942528735632186,63.2183908045977,21.839080459770116,70,169.32217583511823,253.37170970560516,2,7,Recyclable,Germany
667,Product_667,CompanyA,2003,Appliances,21.09375,32.03125,46.875,84,973.7209074069572,351.08525293438385,5,7,Recyclable,China
668,Product_668,CompanyA,2023,Clothing,21.341463414634145,53.65853658536586,25.0,35,489.7348649740922,804.6049609934173,1,3,Recyclable,Sweden
669,Product_669,CompanyC,2013,Electronics,43.35260115606936,38.15028901734104,18.497109826589593,21,450.2556051082724,55.664380041924474,1,6,Hazardous,USA
670,Product_670,CompanyA,2015,Electronics,36.93181818181818,14.772727272727273,48.29545454545455,71,401.5341616211562,303.2879478657676,9,3,Recyclable,China
671,Product_671,CompanyB,2015,Electronics,43.05555555555556,28.703703703703702,28.240740740740737,38,326.8473907308274,55.375827531008085,5,7,Hazardous,Germany
672,Product_672,CompanyC,2020,Clothing,13.40782122905028,37.43016759776536,49.162011173184354,60,802.9961154801468,303.766878651284,3,1,Recyclable,Sweden
673,Product_673,CompanyB,2022,Clothing,21.693121693121693,51.85185185185185,26.455026455026452,66,845.983368775817,287.91338905379155,0,9,Hazardous,Germany
674,Product_674,CompanyC,2017,Appliances,31.496062992125985,33.85826771653544,34.645669291338585,4,682.0308468442898,396.3599172404035,5,7,Recyclable,Germany
675,Product_675,CompanyB,2023,Electronics,58.44155844155844,6.493506493506493,35.064935064935064,10,716.1725820005944,341.0138853438627,9,7,Hazardous,Germany
676,Product_676,CompanyC,2022,Appliances,60.204081632653065,1.0204081632653061,38.775510204081634,67,992.1260378153007,795.0906845450451,8,9,Recyclable,Sweden
677,Product_677,CompanyA,2002,Electronics,18.125,45.625,36.25,77,649.6500279700044,690.7552301919698,2,6,Hazardous,Sweden
678,Product_678,CompanyA,2013,Electronics,12.396694214876034,14.87603305785124,72.72727272727273,40,459.2538891089943,87.06971338120243,7,1,Hazardous,Sweden
679,Product_679,CompanyA,2020,Appliances,19.480519480519483,50.0,30.519480519480517,27,629.0778571675212,669.2031812305182,5,10,Hazardous,Sweden
680,Product_680,CompanyA,2019,Clothing,33.85416666666667,16.666666666666664,49.47916666666667,54,927.0280720780639,953.930427368295,6,10,Hazardous,Sweden
681,Product_681,CompanyC,2003,Clothing,44.38502673796791,18.181818181818183,37.4331550802139,91,833.6412362298256,609.8215905572895,1,6,Recyclable,Germany
682,Product_682,CompanyA,2018,Clothing,60.58394160583942,32.11678832116788,7.2992700729927,27,885.0102118687533,525.4577474561518,3,7,Recyclable,Sweden
683,Product_683,CompanyC,2012,Clothing,47.524752475247524,17.82178217821782,34.65346534653465,70,120.03590620728889,743.2999553903501,0,3,Hazardous,Sweden
684,Product_684,CompanyB,2007,Clothing,24.369747899159663,35.714285714285715,39.91596638655462,68,614.2063695220595,138.5379282888299,9,1,Hazardous,Sweden
685,Product_685,CompanyB,2012,Electronics,20.0,75.2,4.8,67,755.275117293728,933.7739656279333,6,9,Recyclable,China
686,Product_686,CompanyA,2022,Appliances,65.35433070866141,21.25984251968504,13.385826771653544,2,848.0647601046406,765.2319716505529,1,4,Recyclable,Sweden
687,Product_687,CompanyA,2023,Appliances,48.53801169590643,18.128654970760234,33.33333333333333,87,211.55370272200685,390.6525266909444,4,2,Recyclable,USA
688,Product_688,CompanyA,2016,Electronics,42.6605504587156,41.74311926605505,15.59633027522936,74,765.2235956041217,812.9571230061174,3,6,Recyclable,Sweden
689,Product_689,CompanyB,2011,Electronics,12.5,55.26315789473685,32.23684210526316,77,574.0566039154204,309.80937382953425,3,4,Hazardous,Germany
690,Product_690,CompanyB,2006,Appliances,46.875,14.0625,39.0625,42,158.25040331159352,318.6661909110958,1,4,Recyclable,Sweden
691,Product_691,CompanyA,2022,Electronics,32.88288288288289,23.873873873873876,43.24324324324324,41,233.70418101871073,535.5165540932527,2,8,Recyclable,USA
692,Product_692,CompanyB,2019,Appliances,34.166666666666664,30.416666666666664,35.41666666666667,83,216.52599811540907,152.99384691594759,9,2,Hazardous,Germany
693,Product_693,CompanyB,2016,Clothing,64.28571428571429,25.0,10.714285714285714,49,528.6444128567503,872.5685584422437,3,7,Recyclable,USA
694,Product_694,CompanyC,2013,Appliances,16.80672268907563,32.773109243697476,50.42016806722689,67,204.298217073597,354.4202180574623,3,6,Recyclable,Sweden
695,Product_695,CompanyB,2013,Electronics,48.55072463768116,2.1739130434782608,49.275362318840585,31,572.5108062885097,300.58327553023264,9,3,Hazardous,USA
696,Product_696,CompanyB,2012,Clothing,60.215053763440864,11.827956989247312,27.956989247311824,22,319.2427271787246,890.4628767834832,3,2,Hazardous,Sweden
697,Product_697,CompanyB,2005,Electronics,27.358490566037734,0.9433962264150944,71.69811320754717,17,698.0629932173438,991.0388855018688,1,5,Hazardous,USA
698,Product_698,CompanyB,2012,Appliances,4.3478260869565215,44.099378881987576,51.5527950310559,9,711.6176816223306,437.3736675681562,0,7,Hazardous,USA
699,Product_699,CompanyA,2010,Clothing,20.689655172413794,66.66666666666666,12.643678160919542,63,845.9272309923401,897.5591121152758,8,8,Hazardous,China
700,Product_700,CompanyC,2001,Clothing,28.915662650602407,36.94779116465863,34.13654618473896,35,586.3227309325481,746.8857863626985,9,10,Recyclable,Germany
701,Product_701,CompanyA,2018,Electronics,33.04347826086956,17.391304347826086,49.56521739130435,1,661.1990611487433,238.22265698956056,8,2,Hazardous,Sweden
702,Product_702,CompanyA,2013,Electronics,80.55555555555556,11.11111111111111,8.333333333333332,92,358.2969344221294,513.2847106365534,9,8,Hazardous,Sweden
703,Product_703,CompanyA,2006,Electronics,35.24229074889868,43.61233480176212,21.145374449339208,91,77.10707387477004,199.18762264743845,3,6,Hazardous,USA
704,Product_704,CompanyA,2022,Electronics,34.387351778656125,34.387351778656125,31.225296442687743,99,871.6181662325798,906.8668095155447,9,5,Recyclable,Germany
705,Product_705,CompanyB,2020,Appliances,26.543209876543212,50.617283950617285,22.839506172839506,60,893.0361416893766,846.4417282740935,5,8,Recyclable,Germany
706,Product_706,CompanyA,2022,Electronics,32.93413173652694,41.91616766467065,25.149700598802394,77,535.5926553851123,522.9796235683255,5,8,Hazardous,USA
707,Product_707,CompanyA,2019,Appliances,43.31797235023041,14.746543778801843,41.935483870967744,8,583.7437094833559,428.06070196230974,9,8,Recyclable,USA
708,Product_708,CompanyB,2002,Appliances,61.42857142857143,38.57142857142858,0.0,90,274.67922348820804,290.1425543435189,2,3,Recyclable,Germany
709,Product_709,CompanyC,2014,Appliances,47.61904761904761,1.7857142857142856,50.595238095238095,82,871.2528831793423,788.7336554681348,5,8,Hazardous,Germany
710,Product_710,CompanyA,2010,Electronics,62.096774193548384,21.774193548387096,16.129032258064516,55,998.1639329883185,868.4280054049838,2,6,Recyclable,China
711,Product_711,CompanyB,2006,Clothing,54.19847328244275,9.16030534351145,36.6412213740458,30,632.7504014775723,610.9932620285211,4,4,Recyclable,USA
712,Product_712,CompanyB,2004,Electronics,29.677419354838708,42.58064516129032,27.741935483870968,91,929.9915918717359,75.84237804026267,0,6,Recyclable,Germany
713,Product_713,CompanyA,2009,Clothing,9.090909090909092,36.36363636363637,54.54545454545454,31,790.0822758491927,391.47200958636745,8,6,Hazardous,USA
714,Product_714,CompanyC,2019,Appliances,38.392857142857146,23.214285714285715,38.392857142857146,19,392.3922442409283,395.0324286046667,6,5,Hazardous,Sweden
715,Product_715,CompanyC,2007,Appliances,48.0,28.000000000000004,24.0,62,828.6734985418404,482.29883496977925,3,10,Recyclable,China
716,Product_716,CompanyB,2003,Clothing,38.095238095238095,36.904761904761905,25.0,42,295.2237907099688,857.2059353369723,1,7,Recyclable,Germany
717,Product_717,CompanyC,2005,Appliances,48.87218045112782,35.338345864661655,15.789473684210526,87,138.51739849120057,732.9666826213762,7,3,Hazardous,Germany
718,Product_718,CompanyC,2004,Clothing,37.719298245614034,37.719298245614034,24.561403508771928,20,361.5757147415329,607.341527401931,3,2,Hazardous,Sweden
719,Product_719,CompanyB,2001,Electronics,59.49367088607595,37.9746835443038,2.5316455696202533,39,116.31820085114603,654.5056644106728,1,10,Recyclable,USA
720,Product_720,CompanyB,2002,Electronics,26.31578947368421,14.473684210526317,59.210526315789465,22,797.015562637908,816.7126493128162,9,7,Hazardous,China
721,Product_721,CompanyB,2007,Clothing,38.28125,32.03125,29.6875,23,755.4634721782389,665.6209107717272,9,10,Recyclable,China
722,Product_722,CompanyA,2019,Electronics,46.470588235294116,34.705882352941174,18.823529411764707,6,531.2521637009507,437.9168206286762,7,2,Hazardous,China
723,Product_723,CompanyB,2002,Appliances,35.02304147465438,40.55299539170507,24.42396313364055,13,70.58734808837706,527.5366389090068,9,10,Hazardous,Germany
724,Product_724,CompanyC,2002,Clothing,67.27272727272727,10.909090909090908,21.818181818181817,59,950.1107498384448,990.3447013213413,1,3,Recyclable,Sweden
725,Product_725,CompanyA,2015,Clothing,51.42857142857142,9.523809523809524,39.04761904761905,31,214.5619573781869,625.364622441914,5,2,Recyclable,Germany
726,Product_726,CompanyB,2017,Clothing,46.808510638297875,4.787234042553192,48.40425531914894,15,394.7641920922826,548.1283841740974,8,6,Recyclable,USA
727,Product_727,CompanyC,2020,Electronics,4.3478260869565215,50.0,45.65217391304348,4,322.62810288678355,486.61913587103464,2,7,Hazardous,USA
728,Product_728,CompanyA,2012,Electronics,49.57983193277311,33.61344537815126,16.80672268907563,79,594.9350608024669,902.4777797090853,7,3,Recyclable,Germany
729,Product_729,CompanyC,2011,Appliances,26.96078431372549,25.0,48.03921568627451,45,753.9302883426606,530.3100354381609,0,2,Hazardous,China
730,Product_730,CompanyB,2020,Appliances,36.693548387096776,34.274193548387096,29.03225806451613,91,684.4710736408191,480.2408917494789,9,4,Hazardous,Germany
731,Product_731,CompanyA,2022,Clothing,23.01255230125523,39.74895397489539,37.238493723849366,66,752.4029126108969,373.36687556596297,4,7,Hazardous,Germany
732,Product_732,CompanyC,2017,Appliances,50.53191489361703,37.234042553191486,12.23404255319149,11,381.23463292186744,623.8744846667411,9,6,Recyclable,Germany
